,Date,Rented Bike Count,Hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,Seasons,Holiday,functioning_day
1405,28/01/2018,206,13,-2.4,22,2.5,1866,-21.2,1.16,0.0,0.0,Winter,No Holiday,Yes
1406,28/01/2018,225,14,-1.5,20,3.0,1992,-21.6,1.09,0.0,0.0,Winter,No Holiday,Yes
1407,28/01/2018,217,15,-1.9,23,4.3,2000,-20.3,0.7,0.0,0.0,Winter,No Holiday,Yes
1408,28/01/2018,187,16,-2.1,27,4.0,2000,-18.6,0.52,0.0,0.0,Winter,No Holiday,Yes
1409,28/01/2018,178,17,-3.8,32,5.2,2000,-18.1,0.25,0.0,0.0,Winter,No Holiday,Yes
1410,28/01/2018,157,18,-4.9,35,3.7,2000,-18.0,0.04,0.0,0.0,Winter,No Holiday,Yes
1411,28/01/2018,134,19,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1412,28/01/2018,113,20,-7.0,30,2.8,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1413,28/01/2018,106,21,-7.3,34,3.5,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1414,28/01/2018,105,22,-7.9,40,2.5,1997,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1415,28/01/2018,81,23,-8.7,42,2.1,1981,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1416,29/01/2018,80,0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1417,29/01/2018,62,1,-9.8,47,1.3,1934,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1418,29/01/2018,49,2,-10.2,47,0.9,1808,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1419,29/01/2018,27,3,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1420,29/01/2018,26,4,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1421,29/01/2018,50,5,-10.4,47,1.0,1921,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1422,29/01/2018,94,6,-10.9,43,1.0,1967,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1423,29/01/2018,231,7,-11.1,37,1.6,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1424,29/01/2018,450,8,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,Winter,No Holiday,Yes
1425,29/01/2018,217,9,-10.8,34,2.9,1975,-23.6,0.17,0.0,0.0,Winter,No Holiday,Yes
1426,29/01/2018,135,10,-9.5,28,3.7,1893,-24.6,0.59,0.0,0.0,Winter,No Holiday,Yes
1427,29/01/2018,166,11,-8.1,24,3.6,1761,-25.1,0.91,0.0,0.0,Winter,No Holiday,Yes
1428,29/01/2018,186,12,-7.3,23,3.8,1903,-24.9,1.17,0.0,0.0,Winter,No Holiday,Yes
1429,29/01/2018,166,13,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,Winter,No Holiday,Yes
1430,29/01/2018,168,14,-5.7,23,4.5,1956,-23.5,1.25,0.0,0.0,Winter,No Holiday,Yes
1431,29/01/2018,177,15,-5.2,27,4.5,1927,-21.3,1.06,0.0,0.0,Winter,No Holiday,Yes
1432,29/01/2018,195,16,-5.5,28,4.3,1926,-21.1,0.78,0.0,0.0,Winter,No Holiday,Yes
1433,29/01/2018,239,17,-5.7,30,3.6,1978,-20.5,0.4,0.0,0.0,Winter,No Holiday,Yes
1434,29/01/2018,438,18,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,Winter,No Holiday,Yes
1435,29/01/2018,282,19,-7.1,40,3.2,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1436,29/01/2018,197,20,-7.4,41,3.8,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1437,29/01/2018,182,21,-7.7,42,2.9,1905,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1438,29/01/2018,172,22,-8.8,40,3.0,1985,-19.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1439,29/01/2018,99,23,-9.4,41,1.6,2000,-20.2,0.0,0.0,0.0,Winter,No Holiday,Yes
1440,30/01/2018,108,0,-10.0,34,1.1,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1441,30/01/2018,129,1,-10.4,37,0.3,2000,-22.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1442,30/01/2018,84,2,-10.6,40,1.0,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1443,30/01/2018,54,3,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1444,30/01/2018,33,4,-11.1,50,1.2,1986,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1445,30/01/2018,47,5,-11.3,53,1.6,1979,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1446,30/01/2018,94,6,-11.2,53,0.9,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1447,30/01/2018,214,7,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1448,30/01/2018,491,8,-11.1,61,0.7,1963,-17.1,0.01,0.0,0.0,Winter,No Holiday,Yes
1449,30/01/2018,254,9,-9.9,49,0.8,1624,-18.6,0.2,0.0,0.0,Winter,No Holiday,Yes
1450,30/01/2018,170,10,-7.5,42,0.9,1705,-18.2,0.55,0.0,0.0,Winter,No Holiday,Yes
1451,30/01/2018,220,11,-4.5,29,1.3,1912,-19.8,0.79,0.0,0.0,Winter,No Holiday,Yes
1452,30/01/2018,253,12,-3.2,32,2.7,1900,-17.5,1.01,0.0,0.0,Winter,No Holiday,Yes
1453,30/01/2018,225,13,-1.3,35,2.0,1893,-14.8,1.18,0.0,0.0,Winter,No Holiday,Yes
1454,30/01/2018,238,14,-1.1,46,2.1,1437,-11.2,0.72,0.0,0.0,Winter,No Holiday,Yes
1455,30/01/2018,173,15,-1.6,55,2.5,1891,-9.4,0.64,0.0,0.0,Winter,No Holiday,Yes
1456,30/01/2018,94,16,-2.2,76,1.7,233,-5.8,0.25,0.0,0.0,Winter,No Holiday,Yes
1457,30/01/2018,53,17,-2.4,85,0.3,174,-4.5,0.06,0.0,0.6,Winter,No Holiday,Yes
1458,30/01/2018,100,18,-2.3,91,0.4,202,-3.5,0.0,1.4,2.0,Winter,No Holiday,Yes
1459,30/01/2018,59,19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,Winter,No Holiday,Yes
1460,30/01/2018,72,20,-1.5,91,1.7,270,-2.7,0.0,0.0,3.3,Winter,No Holiday,Yes
1461,30/01/2018,60,21,-1.6,91,1.3,508,-2.8,0.0,1.5,3.5,Winter,No Holiday,Yes
1462,30/01/2018,73,22,-1.7,85,1.2,1006,-3.8,0.0,0.0,3.5,Winter,No Holiday,Yes
1463,30/01/2018,62,23,-1.7,83,1.0,1093,-4.2,0.0,0.0,3.5,Winter,No Holiday,Yes
1464,31/01/2018,69,0,-1.7,83,0.8,1113,-4.2,0.0,0.0,3.5,Winter,No Holiday,Yes
1465,31/01/2018,96,1,-1.6,81,1.1,1141,-4.4,0.0,0.0,3.5,Winter,No Holiday,Yes
1466,31/01/2018,60,2,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,Winter,No Holiday,Yes
1467,31/01/2018,47,3,-2.2,83,1.0,977,-4.7,0.0,0.0,3.5,Winter,No Holiday,Yes
1468,31/01/2018,34,4,-2.4,82,1.5,877,-5.0,0.0,0.0,3.5,Winter,No Holiday,Yes
1469,31/01/2018,34,5,-2.8,83,0.6,946,-5.2,0.0,0.0,3.5,Winter,No Holiday,Yes
1470,31/01/2018,63,6,-3.1,80,0.7,1215,-6.0,0.0,0.0,3.5,Winter,No Holiday,Yes
1471,31/01/2018,124,7,-3.5,83,1.6,953,-5.9,0.0,0.0,3.5,Winter,No Holiday,Yes
1472,31/01/2018,273,8,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,Winter,No Holiday,Yes
1473,31/01/2018,137,9,-3.3,77,1.2,916,-6.7,0.1,0.0,3.4,Winter,No Holiday,Yes
1474,31/01/2018,102,10,-2.3,63,1.7,1286,-8.4,0.22,0.0,3.2,Winter,No Holiday,Yes
1475,31/01/2018,144,11,-1.5,46,2.5,1906,-11.6,0.56,0.0,3.0,Winter,No Holiday,Yes
1476,31/01/2018,160,12,-1.0,35,2.7,1921,-14.5,0.64,0.0,3.0,Winter,No Holiday,Yes
1477,31/01/2018,171,13,-0.8,39,2.6,1853,-13.0,0.54,0.0,2.8,Winter,No Holiday,Yes
1478,31/01/2018,156,14,-0.7,33,2.7,1984,-15.0,0.56,0.0,2.5,Winter,No Holiday,Yes
1479,31/01/2018,214,15,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,Winter,No Holiday,Yes
1480,31/01/2018,216,16,-0.1,29,1.6,2000,-16.0,0.5,0.0,1.8,Winter,No Holiday,Yes
1481,31/01/2018,279,17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,Winter,No Holiday,Yes
1482,31/01/2018,403,18,-1.8,35,2.1,2000,-15.2,0.05,0.0,1.6,Winter,No Holiday,Yes
1483,31/01/2018,270,19,-2.2,36,2.2,2000,-15.2,0.0,0.0,1.6,Winter,No Holiday,Yes
1484,31/01/2018,229,20,-2.6,36,3.1,2000,-15.6,0.0,0.0,1.6,Winter,No Holiday,Yes
1485,31/01/2018,229,21,-3.4,40,0.9,2000,-15.0,0.0,0.0,1.6,Winter,No Holiday,Yes
1486,31/01/2018,188,22,-4.2,48,1.0,2000,-13.5,0.0,0.0,1.6,Winter,No Holiday,Yes
1487,31/01/2018,132,23,-4.7,53,1.3,2000,-12.8,0.0,0.0,1.6,Winter,No Holiday,Yes
1488,01/02/2018,122,0,-5.2,56,1.4,1996,-12.6,0.0,0.0,1.6,Winter,No Holiday,Yes
1489,01/02/2018,149,1,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes
1490,01/02/2018,103,2,-5.5,53,2.1,1980,-13.5,0.0,0.0,1.6,Winter,No Holiday,Yes
1491,01/02/2018,81,3,-6.2,57,1.6,1874,-13.3,0.0,0.0,1.6,Winter,No Holiday,Yes
1492,01/02/2018,37,4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,Winter,No Holiday,Yes
1493,01/02/2018,51,5,-7.8,65,2.3,1737,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes
1494,01/02/2018,95,6,-8.1,59,0.7,1915,-14.7,0.0,0.0,1.6,Winter,No Holiday,Yes
1495,01/02/2018,244,7,-8.7,64,0.5,1972,-14.2,0.0,0.0,1.6,Winter,No Holiday,Yes
1496,01/02/2018,459,8,-8.6,59,1.0,1948,-15.1,0.01,0.0,1.6,Winter,No Holiday,Yes
1497,01/02/2018,259,9,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,Winter,No Holiday,Yes
1498,01/02/2018,168,10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,Winter,No Holiday,Yes
1499,01/02/2018,194,11,-2.6,33,1.5,1830,-16.6,0.95,0.0,1.4,Winter,No Holiday,Yes
1500,01/02/2018,240,12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,Winter,No Holiday,Yes
1501,01/02/2018,233,13,0.3,28,3.1,1988,-16.1,1.3,0.0,1.0,Winter,No Holiday,Yes
1502,01/02/2018,256,14,0.8,23,3.2,2000,-18.0,1.29,0.0,0.5,Winter,No Holiday,Yes
1503,01/02/2018,293,15,0.7,25,3.0,1987,-17.1,1.12,0.0,0.0,Winter,No Holiday,Yes
1504,01/02/2018,268,16,1.1,26,2.1,1957,-16.3,0.82,0.0,0.0,Winter,No Holiday,Yes
1505,01/02/2018,341,17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,Winter,No Holiday,Yes
1506,01/02/2018,542,18,-1.0,28,1.9,2000,-17.2,0.08,0.0,0.0,Winter,No Holiday,Yes
1507,01/02/2018,344,19,-1.8,32,1.5,2000,-16.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1508,01/02/2018,263,20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1509,01/02/2018,257,21,-3.2,47,1.8,1917,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1510,01/02/2018,235,22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1511,01/02/2018,143,23,-4.5,55,0.4,1908,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1512,02/02/2018,138,0,-4.9,56,1.1,1982,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1513,02/02/2018,159,1,-5.2,56,0.9,1973,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1514,02/02/2018,102,2,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1515,02/02/2018,65,3,-6.3,63,0.9,1425,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
1516,02/02/2018,47,4,-6.7,65,1.1,1705,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1517,02/02/2018,48,5,-6.8,61,0.2,1724,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1518,02/02/2018,115,6,-7.0,62,1.3,1830,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1519,02/02/2018,267,7,-7.4,62,1.5,1909,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1520,02/02/2018,558,8,-7.4,58,2.2,1882,-14.2,0.01,0.0,0.0,Winter,No Holiday,Yes
1521,02/02/2018,280,9,-6.5,54,1.2,1541,-14.2,0.22,0.0,0.0,Winter,No Holiday,Yes
1522,02/02/2018,187,10,-4.1,43,1.2,1187,-14.8,0.59,0.0,0.0,Winter,No Holiday,Yes
1523,02/02/2018,234,11,-1.4,37,1.0,1317,-14.2,0.91,0.0,0.0,Winter,No Holiday,Yes
1524,02/02/2018,303,12,0.9,37,1.5,1283,-12.1,1.12,0.0,0.0,Winter,No Holiday,Yes
1525,02/02/2018,294,13,1.6,29,2.2,1662,-14.5,1.2,0.0,0.0,Winter,No Holiday,Yes
1526,02/02/2018,293,14,3.2,26,2.2,1499,-14.5,1.16,0.0,0.0,Winter,No Holiday,Yes
1527,02/02/2018,310,15,3.6,26,2.4,1687,-14.1,0.99,0.0,0.0,Winter,No Holiday,Yes
1528,02/02/2018,330,16,2.9,26,3.0,1968,-14.7,0.69,0.0,0.0,Winter,No Holiday,Yes
1529,02/02/2018,382,17,2.0,25,2.3,1998,-16.0,0.34,0.0,0.0,Winter,No Holiday,Yes
1530,02/02/2018,592,18,0.5,37,3.0,1733,-12.5,0.06,0.0,0.0,Winter,No Holiday,Yes
1531,02/02/2018,379,19,-0.5,43,2.5,1666,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1532,02/02/2018,241,20,-1.3,51,2.4,1481,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1533,02/02/2018,225,21,-2.0,61,1.7,1655,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1534,02/02/2018,227,22,-2.4,63,1.3,1523,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1535,02/02/2018,178,23,-2.6,69,2.0,1434,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1536,03/02/2018,182,0,-2.5,69,2.2,1366,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1537,03/02/2018,184,1,-2.3,71,3.2,1078,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes
1538,03/02/2018,123,2,-3.4,82,4.2,184,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1539,03/02/2018,60,3,-4.4,80,4.3,346,-7.3,0.0,0.1,0.1,Winter,No Holiday,Yes
1540,03/02/2018,35,4,-5.6,74,4.0,387,-9.5,0.0,0.0,0.2,Winter,No Holiday,Yes
1541,03/02/2018,31,5,-6.3,65,3.9,1521,-11.8,0.0,0.0,0.3,Winter,No Holiday,Yes
1542,03/02/2018,33,6,-7.8,57,4.8,1867,-14.8,0.0,0.4,0.3,Winter,No Holiday,Yes
1543,03/02/2018,67,7,-8.8,58,4.0,1942,-15.5,0.0,0.0,0.3,Winter,No Holiday,Yes
1544,03/02/2018,116,8,-9.5,56,3.5,1979,-16.6,0.01,0.0,0.3,Winter,No Holiday,Yes
1545,03/02/2018,168,9,-9.4,47,3.3,1995,-18.6,0.42,0.0,0.3,Winter,No Holiday,Yes
1546,03/02/2018,144,10,-8.5,43,4.0,1797,-18.8,1.09,0.0,0.2,Winter,No Holiday,Yes
1547,03/02/2018,195,11,-7.7,41,4.6,1984,-18.7,1.65,0.0,0.2,Winter,No Holiday,Yes
1548,03/02/2018,192,12,-6.0,38,3.4,1930,-18.0,2.04,0.0,0.0,Winter,No Holiday,Yes
1549,03/02/2018,229,13,-5.8,38,3.7,1961,-17.8,2.25,0.0,0.0,Winter,No Holiday,Yes
1550,03/02/2018,196,14,-5.0,31,4.0,2000,-19.5,2.18,0.0,0.0,Winter,No Holiday,Yes
1551,03/02/2018,210,15,-4.5,31,4.3,1979,-19.1,1.91,0.0,0.0,Winter,No Holiday,Yes
1552,03/02/2018,205,16,-4.2,31,3.5,1974,-18.8,1.42,0.0,0.0,Winter,No Holiday,Yes
1553,03/02/2018,211,17,-5.6,32,4.6,2000,-19.7,0.53,0.0,0.0,Winter,No Holiday,Yes
1554,03/02/2018,175,18,-6.6,36,4.4,2000,-19.2,0.15,0.0,0.0,Winter,No Holiday,Yes
1555,03/02/2018,135,19,-7.6,32,4.8,2000,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1556,03/02/2018,109,20,-8.5,31,4.1,2000,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1557,03/02/2018,107,21,-9.1,38,2.7,2000,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes
1558,03/02/2018,92,22,-9.7,45,3.0,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1559,03/02/2018,91,23,-10.0,48,2.6,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1560,04/02/2018,98,0,-10.4,49,2.4,2000,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1561,04/02/2018,90,1,-10.5,48,3.1,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1562,04/02/2018,60,2,-10.5,49,2.0,2000,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1563,04/02/2018,54,3,-10.6,47,3.7,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
1564,04/02/2018,35,4,-11.2,47,2.3,2000,-20.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1565,04/02/2018,21,5,-11.5,51,3.3,1996,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1566,04/02/2018,23,6,-11.8,54,2.4,1917,-19.2,0.0,0.0,0.0,Winter,No Holiday,Yes
1567,04/02/2018,34,7,-12.4,54,2.5,1790,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes
1568,04/02/2018,70,8,-12.8,56,2.4,1507,-19.7,0.02,0.0,0.0,Winter,No Holiday,Yes
1569,04/02/2018,97,9,-12.4,51,3.8,1415,-20.4,0.38,0.0,0.0,Winter,No Holiday,Yes
1570,04/02/2018,103,10,-11.2,43,3.5,1359,-21.3,1.04,0.0,0.0,Winter,No Holiday,Yes
1571,04/02/2018,115,11,-9.7,37,2.8,1436,-21.6,1.57,0.0,0.0,Winter,No Holiday,Yes
1572,04/02/2018,165,12,-8.3,32,1.8,1295,-22.1,1.99,0.0,0.0,Winter,No Holiday,Yes
1573,04/02/2018,152,13,-8.3,34,4.0,1561,-21.4,2.22,0.0,0.0,Winter,No Holiday,Yes
1574,04/02/2018,177,14,-7.4,33,4.0,1713,-20.9,2.17,0.0,0.0,Winter,No Holiday,Yes
1575,04/02/2018,190,15,-6.4,30,4.9,1939,-21.1,1.89,0.0,0.0,Winter,No Holiday,Yes
1576,04/02/2018,181,16,-5.4,29,3.6,1979,-20.6,1.4,0.0,0.0,Winter,No Holiday,Yes
1577,04/02/2018,184,17,-5.9,27,3.6,1974,-21.9,0.81,0.0,0.0,Winter,No Holiday,Yes
1578,04/02/2018,154,18,-7.0,26,4.1,2000,-23.3,0.16,0.0,0.0,Winter,No Holiday,Yes
1579,04/02/2018,124,19,-7.7,31,3.3,2000,-21.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1580,04/02/2018,98,20,-8.2,28,3.5,2000,-23.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1581,04/02/2018,107,21,-8.9,35,3.2,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1582,04/02/2018,78,22,-9.7,45,1.3,2000,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1583,04/02/2018,77,23,-10.3,48,2.0,2000,-19.2,0.0,0.0,0.0,Winter,No Holiday,Yes
1584,05/02/2018,82,0,-10.5,52,2.4,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1585,05/02/2018,52,1,-11.2,54,1.0,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1586,05/02/2018,39,2,-11.2,55,1.5,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1587,05/02/2018,33,3,-11.3,54,0.6,2000,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes
1588,05/02/2018,20,4,-11.7,51,1.2,2000,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes
1589,05/02/2018,37,5,-11.6,45,2.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1590,05/02/2018,110,6,-11.5,40,2.3,2000,-22.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1591,05/02/2018,227,7,-11.6,44,1.6,2000,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1592,05/02/2018,433,8,-11.5,40,2.8,2000,-22.4,0.02,0.0,0.0,Winter,No Holiday,Yes
1593,05/02/2018,216,9,-11.1,38,2.4,1945,-22.6,0.43,0.0,0.0,Winter,No Holiday,Yes
1594,05/02/2018,123,10,-9.6,32,3.7,2000,-23.2,1.14,0.0,0.0,Winter,No Holiday,Yes
1595,05/02/2018,156,11,-8.5,27,4.7,1894,-24.2,1.73,0.0,0.0,Winter,No Holiday,Yes
1596,05/02/2018,157,12,-7.8,28,4.1,2000,-23.1,2.12,0.0,0.0,Winter,No Holiday,Yes
1597,05/02/2018,169,13,-7.0,25,4.2,1999,-23.7,2.29,0.0,0.0,Winter,No Holiday,Yes
1598,05/02/2018,170,14,-6.4,24,4.6,1970,-23.7,2.23,0.0,0.0,Winter,No Holiday,Yes
1599,05/02/2018,169,15,-5.7,25,4.4,1995,-22.6,1.94,0.0,0.0,Winter,No Holiday,Yes
1600,05/02/2018,199,16,-5.4,25,3.4,1985,-22.3,1.44,0.0,0.0,Winter,No Holiday,Yes
1601,05/02/2018,225,17,-6.4,28,4.5,2000,-21.9,0.81,0.0,0.0,Winter,No Holiday,Yes
1602,05/02/2018,388,18,-7.6,29,3.5,2000,-22.6,0.16,0.0,0.0,Winter,No Holiday,Yes
1603,05/02/2018,246,19,-8.3,29,4.1,2000,-23.2,0.0,0.0,0.0,Winter,No Holiday,Yes
1604,05/02/2018,206,20,-9.1,35,3.8,2000,-21.7,0.0,0.0,0.0,Winter,No Holiday,Yes
1605,05/02/2018,177,21,-9.8,41,3.9,1949,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1606,05/02/2018,183,22,-10.3,43,3.7,1876,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1607,05/02/2018,115,23,-10.5,47,2.8,1794,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes
1608,06/02/2018,126,0,-10.6,47,3.5,1803,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
1609,06/02/2018,87,1,-10.9,36,3.3,2000,-23.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1610,06/02/2018,59,2,-11.2,36,2.9,1981,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1611,06/02/2018,36,3,-11.6,35,3.2,1992,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1612,06/02/2018,32,4,-12.0,36,2.7,1998,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1613,06/02/2018,40,5,-12.3,37,2.9,2000,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1614,06/02/2018,94,6,-12.5,40,3.4,1991,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1615,06/02/2018,213,7,-12.7,41,3.7,1982,-23.2,0.0,0.0,0.0,Winter,No Holiday,Yes
1616,06/02/2018,438,8,-12.7,41,3.1,2000,-23.2,0.02,0.0,0.0,Winter,No Holiday,Yes
1617,06/02/2018,217,9,-12.3,39,3.7,1984,-23.4,0.45,0.0,0.0,Winter,No Holiday,Yes
1618,06/02/2018,128,10,-11.3,35,4.2,1848,-23.7,1.15,0.0,0.0,Winter,No Holiday,Yes
1619,06/02/2018,175,11,-9.9,32,3.3,1863,-23.5,1.72,0.0,0.0,Winter,No Holiday,Yes
1620,06/02/2018,172,12,-8.2,31,2.7,1858,-22.3,2.09,0.0,0.0,Winter,No Holiday,Yes
1621,06/02/2018,165,13,-7.5,28,4.3,1904,-22.9,2.3,0.0,0.0,Winter,No Holiday,Yes
1622,06/02/2018,147,14,-7.0,26,4.4,1986,-23.3,2.24,0.0,0.0,Winter,No Holiday,Yes
1623,06/02/2018,171,15,-5.9,25,3.1,1936,-22.8,1.93,0.0,0.0,Winter,No Holiday,Yes
1624,06/02/2018,175,16,-5.9,24,3.5,2000,-23.2,1.44,0.0,0.0,Winter,No Holiday,Yes
1625,06/02/2018,227,17,-6.6,29,2.5,2000,-21.7,0.68,0.0,0.0,Winter,No Holiday,Yes
1626,06/02/2018,392,18,-7.6,36,3.3,2000,-20.1,0.11,0.0,0.0,Winter,No Holiday,Yes
1627,06/02/2018,251,19,-8.4,37,4.0,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1628,06/02/2018,193,20,-9.6,34,2.6,2000,-22.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1629,06/02/2018,175,21,-10.6,39,3.1,2000,-21.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1630,06/02/2018,169,22,-11.1,43,1.8,1960,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes
1631,06/02/2018,106,23,-11.8,46,1.1,1860,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1632,07/02/2018,116,0,-12.3,47,0.4,1848,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1633,07/02/2018,96,1,-12.3,47,1.9,1837,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes
1634,07/02/2018,83,2,-12.5,50,1.0,1722,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes
1635,07/02/2018,51,3,-12.5,49,1.5,1885,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
1636,07/02/2018,34,4,-13.1,54,0.7,1369,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1637,07/02/2018,45,5,-13.0,53,0.7,1810,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes
1638,07/02/2018,92,6,-13.2,50,0.5,1873,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes
1639,07/02/2018,214,7,-13.2,56,0.9,1665,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes
1640,07/02/2018,469,8,-13.3,60,0.6,1598,-19.4,0.02,0.0,0.0,Winter,No Holiday,Yes
